id,gender,birth,degree
63059,F,1991-09-18,1d
63060,M,1989-09-21,1a
63061,F,1986-03-06,1b
63062,M,1972-09-01,1b
63063,M,2014-06-21,1g
63064,M,1973-08-20,1a
63065,F,1998-02-16,1c
63066,M,1978-02-17,1a
63067,M,1994-08-04,1c
63068,F,1980-04-09,1b
63069,F,1969-12-03,1g
63070,M,2012-02-16,1h
63071,F,1985-01-11,1g
63072,F,1981-07-01,1b
63073,F,1989-02-01,1b
63074,F,1990-05-03,1c
63075,M,1990-12-26,1a
63076,F,1987-02-17,1b
63077,F,1993-08-19,1g
63078,M,1986-03-15,1b
63079,F,1993-05-25,1c
63080,M,1994-07-15,1b
63081,M,1994-09-25,1b
63082,F,1991-11-14,1b
63083,M,1992-10-13,1b
63084,M,1995-01-27,1b
63085,F,2012-08-06,1g
63086,M,1998-10-06,1c
63087,F,1995-02-19,1b
63088,F,1985-02-18,1a
63089,M,1994-12-22,1b
63090,M,1990-10-15,1b
63091,F,1986-10-01,1b
63092,M,1997-07-07,1g
63093,F,1991-11-21,1c
63094,M,1995-05-28,1c
63095,F,1993-02-23,1b
63096,M,2012-07-04,1h
63097,M,1991-11-29,1c
63098,F,1992-03-17,1b
63099,F,1980-04-15,1c
63100,F,1996-02-14,1g
63101,M,1987-07-03,1b
63102,F,1993-03-19,1b
63103,F,1991-11-13,1b
63104,M,2011-05-27,1h
63105,M,1982-08-03,1g
63106,F,1990-07-12,1b
63107,M,2010-05-10,1f
63108,M,2009-10-24,1f
63109,M,2009-09-14,1f
63110,F,2010-01-29,1f
63111,F,2010-01-29,1f
63112,F,1979-02-25,1e
63113,M,1990-09-05,1a
63114,F,1979-02-19,1g
63115,F,1971-12-01,1b
63116,F,1995-04-13,1b
63117,F,1989-10-13,1b
63118,M,1984-09-06,1a
63119,M,1992-06-23,1b
63120,M,1987-11-23,1a
63121,M,1990-12-18,1a
63122,M,1987-12-13,1b
63123,F,1993-07-27,1b
63124,M,1983-03-13,1b
63125,F,1967-07-07,1b
63126,F,1983-09-07,1a
63127,M,1997-01-01,1c
63128,F,1991-02-28,1g
63129,M,1992-05-27,1b
63130,F,1990-05-05,1g
63131,F,1992-05-17,1a
63132,F,1990-08-17,1b
63133,M,1987-08-02,1c
63134,M,1971-02-12,1d
63135,M,2011-11-08,1h
63136,F,1995-02-24,1a
63137,F,1992-08-10,1g
63138,F,1991-10-04,1c
63139,F,1981-07-16,1b
63140,F,1986-02-08,1b
63141,F,2010-08-30,1f
63142,F,2010-02-05,1f
63143,F,1956-07-01,1c
63144,F,2010-06-22,1f
63145,M,2009-11-18,1f
63146,M,2010-01-01,1f
63147,F,2010-05-31,1f
63148,F,2009-11-30,1f
63149,M,2010-07-22,1f
63150,M,2009-11-26,1f
63151,M,2010-06-11,1f
63152,M,2010-08-25,1f
63153,M,2009-10-24,1f
63154,M,2010-01-22,1f
63155,M,1988-04-12,1a
63156,F,2010-03-14,1f
63157,F,2010-05-20,1f
63158,F,2009-11-16,1f
63159,M,2009-09-06,1f
63160,F,2010-02-22,1f
63161,M,1992-07-08,1g
63162,F,1980-11-22,1d
63163,M,1979-10-15,1a
63164,M,2010-06-12,1f
63165,M,2010-05-12,1f
63166,F,1995-11-19,1c
63167,M,2012-12-19,1h
63168,M,1968-01-02,1g
63169,F,1981-01-06,1b
63170,F,1965-06-19,1c
63171,F,1994-01-21,1b
63172,M,1995-02-24,1c
63173,M,2010-07-07,1f
63174,F,2010-05-19,1f
63175,F,1990-01-29,1a
63176,F,2010-05-02,1f
63177,M,1989-09-18,1b
63178,F,1989-12-17,1g
63179,F,2010-06-22,1f
63180,F,2016-11-13,1h
63181,M,2014-02-05,1g
63182,F,2002-08-06,1e
63183,F,1986-01-29,1a
63184,F,1994-10-06,1g
63185,F,1978-12-13,1g
63186,F,2010-08-07,1f
63187,M,1992-01-08,1g
63188,F,1992-08-07,1b
63189,M,2009-10-18,1f
63190,M,1996-03-06,1c
63191,M,2010-03-27,1f
63192,F,1973-04-13,1b
63193,M,1969-12-08,1b
63194,M,1989-09-28,1g
63195,M,1991-10-08,1d
63196,F,2010-05-11,1f
63197,M,2010-02-05,1f
63198,F,1993-09-23,1b
63199,F,2009-09-26,1f
63200,M,1975-12-28,1g
63201,M,1992-12-12,1b
63202,M,2010-02-17,1f
63203,F,2010-03-02,1f
63204,M,1988-09-20,1b
63205,F,2011-12-09,1h
63206,F,1983-08-28,1b
63207,M,2010-04-22,1f
63208,M,2010-01-08,1f
63209,M,2010-06-21,1f
63210,M,2010-02-21,1f
63211,F,2009-10-03,1f
63212,F,2010-03-24,1f
63213,M,2009-07-20,1f
63214,M,2001-04-29,1d
63215,F,1983-09-20,1b
63216,M,1938-09-19,1d
63217,F,1991-03-15,1b
63218,F,1987-02-17,1b
63219,F,1974-10-21,1d
63220,F,1984-06-12,1a
63221,F,1992-11-24,1g
63222,M,1956-02-26,1b
63223,F,1991-04-29,1b
63224,M,1969-01-25,1a
63225,F,1995-04-09,1g
63226,M,1984-01-17,1g
63227,F,1983-05-13,1b
63228,F,1989-04-07,1a
63229,M,1990-10-11,1c
63230,M,1990-03-14,1a
63231,,,1g
63232,F,1996-11-10,1c
63233,M,1993-07-26,1b
63234,M,1971-10-10,1g
63235,M,1990-04-15,1b
63236,F,1995-04-26,1c
63237,M,1974-03-12,1b
63238,F,1991-10-07,1g
63239,M,1974-04-03,1b
63240,F,1991-10-14,1b
63241,F,1974-11-07,1c
63242,M,1992-09-21,1a
63243,M,1994-05-06,1b
63244,M,1955-01-09,1b
63245,M,1983-09-18,1b
63246,F,1992-08-29,1b
63247,M,1995-08-08,1c
63248,F,1983-01-25,1g
63249,M,1986-01-11,1g
63250,M,2010-03-16,1f
63251,M,2010-05-04,1f
63252,M,1991-10-15,1b
63253,F,1990-12-03,1b
63254,M,1989-03-01,1g
63255,F,1975-07-28,1b
63256,F,1960-10-11,1b
63257,F,1990-05-08,1d
63258,F,1989-09-13,1a
63259,F,1995-02-17,1b
63260,F,2006-07-14,1g
63261,F,2010-02-18,1f
63262,F,1989-10-24,1a
63263,M,1982-06-24,1b
63264,F,1998-04-10,1b
63265,M,2010-04-06,1f
63266,F,1989-07-16,1a
63267,F,1985-09-22,1g
63268,M,1988-09-15,1b
63269,F,1987-03-05,1b
63270,M,2013-04-16,1g
63271,M,1995-05-28,1b
63272,M,1943-12-26,1g
63273,F,1977-03-11,1b
63274,M,1987-11-02,1b
63275,F,1982-01-26,1b
63276,F,1990-01-27,1b
63277,M,1987-06-17,1b
63278,M,2012-07-27,1h
63279,F,1983-08-14,1d
63280,M,1994-08-15,1g
63281,F,1990-09-20,1c
63282,F,1997-04-20,1d
63283,F,1995-11-28,1b
63284,M,1982-05-02,1b
63285,F,1983-04-11,1b
63286,F,1991-11-20,1c
63287,F,1991-12-25,1b
63288,M,1977-03-26,1g
63289,F,1985-01-06,1d
63290,M,1976-06-09,1b
63291,M,1990-06-18,1b
63292,M,2013-06-30,1g
63293,M,1987-09-01,1b
63294,F,1983-02-27,1c
63295,M,1988-12-01,1b
63296,M,1989-10-27,1a
63297,F,1978-07-17,1a
63298,F,1992-06-13,1c
63299,M,1993-06-29,1b
63300,F,1983-10-11,1a
63301,F,1963-06-24,1g
63302,F,1996-07-28,1g
63303,M,1990-08-05,1c
63304,F,1962-09-05,1d
63305,F,1983-06-23,1g
63306,M,1982-11-24,1b
63307,F,1979-08-16,1b
63308,M,1981-11-21,1a
63309,F,1994-05-23,1b
63310,F,1989-10-21,1b
63311,F,1988-01-10,1b
63312,M,1994-11-27,1b
63313,M,1992-12-23,1a
63314,M,1985-09-30,1b
63315,M,2013-04-10,1g
63316,F,1991-11-12,1a
63317,M,1976-09-04,1c
63318,F,1982-09-20,1g
63319,M,2013-01-18,1h
63320,M,1994-06-24,1b
63321,F,1982-03-03,1b
63322,F,1990-02-08,1b
63323,F,1994-03-11,1b
63324,F,1990-02-26,1c
63325,F,1987-10-06,1b
63326,M,2013-07-29,1h
63327,F,1944-04-24,1g
63328,F,1972-06-22,1b
63329,F,1976-01-09,1a
63330,F,2013-03-09,1g
63331,F,1988-08-04,1b
63332,M,1988-10-06,1a
63333,F,1994-07-17,1b
63334,F,1996-10-10,1b
63335,M,1993-06-11,1c
63336,F,1994-09-20,1f
63337,F,1982-07-29,1g
63338,F,1984-10-04,1c
63339,F,1996-03-08,1c
63340,F,1979-08-21,1c
63341,M,2014-12-21,1g
63342,F,1963-11-06,1g
63343,M,1987-07-08,1a
63344,M,1994-01-27,1a
63345,F,1994-03-20,1b
63346,M,1986-10-16,1b
63347,M,1978-06-12,1b
63348,M,1992-04-08,1b
63349,M,2011-01-04,1f
63350,M,1992-12-19,1e
63351,M,1986-08-11,1d
63352,M,2011-03-31,1f
63353,F,1988-01-07,1c
63354,F,1993-08-11,1g
63355,M,1950-12-01,1a
63356,F,1955-07-19,1g
63357,M,2012-08-31,1h
63358,F,1964-11-15,1b
63359,F,1993-08-20,1g
63360,M,1986-02-08,1a
63361,F,1989-10-22,1a
63362,M,1994-10-20,1a
63363,F,2014-01-30,1h
63364,F,1995-11-01,1b
63365,F,1984-09-25,1g
63366,F,1981-06-25,1b
63367,M,1990-12-11,1b
63368,F,1991-11-29,1b
63369,,,
63370,M,1990-10-01,1b
63371,F,1954-12-21,1b
63372,F,1985-06-04,1b
63373,M,1990-12-14,1c
63374,F,2013-06-08,1h
63375,F,1991-10-22,1a
63376,M,1973-03-06,1a
63377,,,1g
63378,M,2011-10-25,1h
63379,F,2012-05-31,1h
63380,F,1968-08-05,1g
63381,M,1987-09-01,1a
63382,F,1994-12-01,1h
63383,F,1993-11-24,1b
63384,F,1991-08-10,1c
63385,F,1989-11-12,1a
63386,F,1981-09-16,1g
63387,F,1995-08-07,1b
63388,M,2010-12-12,1f
63389,M,1978-09-08,1a
63390,M,2011-02-10,1f
63391,F,1993-06-14,1c
63392,F,1969-08-25,1a
63393,M,1985-04-03,1b
63394,F,1992-09-18,1b
63395,F,1992-06-05,1b
63396,M,1976-03-04,1c
63397,F,1998-07-31,1b
63398,M,1979-08-10,1b
63399,F,1981-03-02,1a
63400,F,1994-05-27,1g
63401,F,1993-02-06,1g
63402,M,1971-03-11,1g
63403,F,1978-10-20,1g
63404,F,1995-01-30,1b
63405,F,1987-08-18,1g
63406,M,2014-09-17,1h
63407,F,1994-06-25,1b
63408,F,2012-10-15,1g
63409,F,1994-10-12,1c
63410,F,1995-10-17,1c
63411,F,1981-05-16,1c
63412,M,1959-12-10,1g
63413,M,1991-09-13,1c
63414,F,2012-12-15,1g
63415,F,1995-03-15,1b
63416,F,1984-09-16,1b
63417,F,1984-06-05,1c
63418,M,1984-03-02,1b
63419,M,1987-10-06,1g
63420,M,1968-03-13,1g
63421,M,1993-10-10,1b
63422,F,1993-08-09,1b
63423,F,1993-02-23,1b
63424,M,1983-02-08,1a
63425,F,1965-10-27,1a
63426,M,1990-05-29,1b
63427,F,1992-02-11,1g
63428,F,1962-12-29,1b
63429,M,1985-04-10,1a
63430,M,2012-03-03,1h
63431,F,1990-06-15,1b
63432,F,1989-03-30,1a
63433,M,2016-03-26,1h
63434,F,1983-06-04,1a
63435,F,1992-03-06,1a
63436,M,1975-03-28,1b
63437,F,1996-08-09,1b
63438,F,1998-02-22,1c
63439,M,2014-03-14,1h
63440,M,1994-11-09,1d
63441,F,2011-05-20,1f
63442,M,1994-10-20,1b
63443,F,1987-02-10,1b
63444,F,1965-09-11,1e
63445,F,1991-07-10,1b
63446,F,2011-11-27,1h
63447,F,1992-09-14,1g
63448,F,2011-09-11,1h
63449,M,1990-07-01,1b
63450,F,1987-12-04,1c
63451,F,1992-05-17,1a
63452,F,1977-11-21,1b
63453,F,1992-11-02,1b
63454,F,1986-02-19,1a
63455,F,1993-10-01,1b
63456,F,1988-11-17,1c
63457,M,1985-06-09,1g
63458,M,1980-01-16,1a
63459,F,1993-04-15,1b
63460,F,1978-05-10,1b
63461,F,1972-09-12,1c
63462,F,1992-12-25,1b
63463,M,1990-09-20,1b
63464,F,1981-04-23,1g
63465,F,2004-07-16,1e
63466,M,1945-10-03,1c
63467,F,1988-07-02,1a
63468,F,1997-11-14,1g
63469,F,1979-04-24,1b
63470,F,1996-01-09,1g
63471,F,1997-08-23,1g
63472,M,1996-06-30,1g
63473,F,1993-03-03,1b
63474,F,1987-02-07,1b
63475,F,1986-09-10,1g
63476,M,1939-12-25,1a
63477,F,1982-03-14,1b
63478,F,1981-01-19,1b
63479,F,1992-02-06,1g
63480,M,1957-04-18,1b
63481,F,1992-12-11,1g
63482,F,1982-12-06,1b
63483,M,1969-10-01,1a
63484,M,1990-08-14,1b
63485,M,1987-04-27,1a
63486,F,1991-08-04,1a
63487,F,2009-09-03,1f
63488,M,1990-02-20,1c
63489,F,1986-10-03,1a
63490,M,1999-02-20,1b
63491,F,1995-04-08,1d
63492,F,1994-11-08,1c
63493,M,1994-07-15,1b
63494,M,1992-12-17,1b
63495,F,1964-02-12,1d
63496,M,1946-03-12,1b
63497,F,1978-03-06,1c
63498,M,1990-02-11,1b
63499,M,1992-08-05,1b
63500,F,1984-09-07,1g
63501,F,2012-07-21,1h
63502,F,1992-11-21,1b
63503,F,1995-09-29,1b
63504,F,1969-10-24,1g
63505,F,1988-03-01,1b
63506,F,2010-03-09,1f
63507,M,1996-04-29,1g
63508,M,2015-01-27,1g
63509,M,2009-09-07,1f
63510,F,1946-04-12,1a
63511,F,2010-03-31,1f
63512,F,1992-08-04,1b
63513,F,2009-11-23,1f
63514,F,1994-02-02,1b
63515,M,2010-07-19,1f
63516,F,2010-04-10,1f
63517,M,2009-11-02,1f
63518,M,2010-08-02,1f
63519,M,2010-03-29,1f
63520,F,1995-01-09,1g
63521,M,2010-07-10,1f
63522,M,2010-01-22,1f
63523,M,2009-10-21,1f
63524,F,2010-02-12,1f
63525,M,2009-11-02,1f
63526,M,2010-01-07,1f
63527,M,2009-10-23,1f
63528,M,1987-06-20,1a
63529,F,1991-10-20,1a
63530,F,1993-10-26,1h
63531,M,2013-12-10,1h
63532,F,2009-12-30,1f
63533,M,1978-09-29,1c
63534,F,2010-04-07,1f
63535,F,2009-10-07,1f
63536,F,2010-07-04,1f
63537,F,2010-04-17,1f
63538,M,2010-06-10,1f
63539,M,2010-01-15,1f
63540,F,2010-04-18,1f
63541,M,1944-06-29,1g
63542,F,1977-07-07,1a
63543,M,2010-09-25,1f
63544,F,1996-04-16,1g
63545,F,1986-04-30,1b
63546,F,1975-07-21,1g
63547,M,2009-09-04,1f
63548,F,1979-06-07,1b
63549,M,2014-02-11,1h
63550,M,1961-01-04,1d
63551,F,1992-08-06,1a
63552,F,1996-10-28,1e
63553,F,1976-08-27,1c
63554,M,1980-12-11,1d
63555,F,2014-08-12,1h
63556,M,1993-07-26,1d
63557,M,2012-05-07,1g
63558,F,1990-07-06,1b
63559,M,1976-07-12,1a
63560,M,1971-09-02,1b
63561,M,1993-09-06,1d
63562,M,1980-07-27,1a
63563,F,2010-07-16,1f
63564,F,2013-09-07,1g
63565,F,1993-06-18,1e
63566,M,1985-04-29,1a
63567,F,2009-11-09,1f
63568,F,1990-08-17,1a
63569,M,1985-09-07,1b
63570,M,1949-03-08,1b
63571,M,1988-07-04,1b
63572,M,1977-03-29,1g
63573,M,1967-12-23,1d
63574,M,1993-04-14,1b
63575,F,1988-05-25,1b
63576,M,1990-05-20,1c
63577,F,1991-10-31,1b
63578,M,2012-03-21,1h
63579,F,1992-07-14,1b
63580,M,1993-12-15,1b
63581,F,1986-06-17,1c
63582,M,2013-08-02,1g
63583,F,1987-06-25,1b
63584,M,1986-06-23,1b
63585,M,2010-08-26,1f
63586,F,2010-04-25,1f
63587,F,2010-08-25,1f
63588,F,2009-11-13,1f
63589,M,2010-02-20,1f
63590,M,2010-01-21,1f
63591,M,2009-10-30,1f
63592,F,2010-05-12,1f
63593,M,1991-03-10,1b
63594,M,1992-04-28,1g
63595,M,1957-01-31,1g
63596,M,2015-05-12,1g
63597,F,1978-05-10,1b
63598,F,1993-12-09,1b
63599,F,2017-02-20,1g
63600,M,1943-12-08,1g
63601,M,1973-03-02,1b
63602,F,1992-10-12,1b
63603,M,1946-02-03,1g
63604,M,1969-03-02,1b
63605,F,1993-04-08,1d
63606,F,2015-09-22,1h
63607,F,1978-09-26,1b
63608,F,1992-03-05,1g
63609,M,1960-08-06,1e
63610,M,1979-07-23,1g
63611,M,1991-12-04,1b
63612,F,1990-07-27,1b
63613,F,1982-03-24,1a
63614,M,1979-10-16,1c
63615,F,1994-05-11,1g
63616,F,1991-10-16,1b
63617,M,2011-05-19,1f
63618,M,1991-04-29,1b
63619,M,2014-09-15,1g
63620,F,1993-10-05,1a
63621,F,1995-02-04,1b
63622,M,1987-08-01,1b
63623,F,1994-05-31,1b
63624,F,1981-10-14,1g
63625,M,2011-03-05,1f
63626,M,1972-10-29,1b
63627,M,1969-06-05,1g
63628,F,1988-01-21,1b
63629,F,1987-07-09,1b
63630,F,1989-10-30,1g
63631,M,2010-03-05,1f
63632,F,1957-04-07,1c
63633,F,2010-04-18,1f
63634,F,1993-06-17,1b
63635,M,2009-10-06,1f
63636,F,2010-08-09,1f
63637,M,2010-03-03,1f
63638,F,2010-05-01,1f
63639,F,1983-10-28,1g
63640,F,2010-05-05,1f
63641,F,2010-01-15,1f
63642,M,1990-06-08,1b
63643,F,2010-08-22,1f
63644,M,2009-09-14,1f
63645,M,1994-09-06,1c
63646,F,1940-11-27,1g
63647,F,1994-03-13,1c
63648,M,2013-05-19,1h
63649,F,1989-06-25,1a
63650,F,2010-02-18,1f
63651,F,2009-12-24,1f
63652,F,1951-01-23,1c
63653,M,1994-10-07,1a
63654,F,2010-02-23,1f
63655,F,2009-12-24,1f
63656,F,2009-10-28,1f
63657,F,2010-04-03,1f
63658,F,2010-04-29,1f
63659,M,2010-04-14,1f
63660,M,2010-06-27,1f
63661,M,2009-09-02,1f
63662,F,2010-08-19,1f
63663,M,2010-03-04,1f
63664,F,2009-09-07,1f
63665,M,2010-07-29,1f
63666,F,2010-04-20,1f
63667,F,2010-05-07,1f
63668,M,2010-08-25,1f
63669,M,2010-04-07,1f
63670,F,2009-10-31,1f
63671,M,2010-08-29,1f
63672,M,2009-12-07,1f
63673,M,2010-08-23,1f
63674,F,2010-08-07,1f
63675,M,2009-11-10,1f
63676,F,2010-02-14,1f
63677,M,2010-07-05,1f
63678,F,2010-01-19,1f
63679,M,2009-12-16,1f
63680,F,2010-07-31,1f
63681,M,1951-09-28,1d
63682,F,1938-06-21,1g
63683,F,2010-12-21,1f
63684,F,1994-09-13,1a
63685,M,2010-04-02,1f
63686,F,2009-11-04,1f
63687,M,2010-06-28,1f
63688,M,1961-09-06,1a
63689,F,2010-01-03,1f
63690,M,2010-05-01,1f
63691,F,2010-03-31,1f
63692,F,1993-02-16,1b
63693,F,2009-09-28,1f
63694,M,2010-06-22,1f
63695,M,2010-04-24,1f
63696,F,2010-06-01,1f
63697,M,2010-02-09,1f
63698,F,2010-06-24,1f
63699,M,1979-09-21,1b
63700,F,1973-11-20,1b
63701,M,2013-11-30,1g
63702,F,1989-04-12,1b
63703,M,2010-02-18,1f
63704,F,1994-07-26,1b
63705,M,1955-06-01,1c
63706,F,2010-08-14,1f
63707,F,2010-01-12,1f
63708,F,1993-10-29,1a
63709,F,2009-10-11,1f
63710,M,2010-06-24,1f
63711,F,1961-01-11,1e
63712,M,1991-04-15,1c
63713,M,1991-02-18,1d
63714,M,1969-09-19,1g
63715,M,2010-11-12,1f
63716,F,1992-02-04,1b
63717,M,2009-12-25,1f
63718,F,2009-12-25,1f
63719,M,1992-10-06,1a
63720,F,1977-03-12,1b
63721,F,2010-08-30,1f
63722,F,2010-02-25,1f
63723,F,2010-08-17,1f
63724,F,2010-05-27,1f
63725,F,2009-09-21,1f
63726,F,2010-02-22,1f
63727,F,2010-07-02,1f
63728,F,2010-06-19,1f
63729,F,2010-01-08,1f
63730,F,2009-12-22,1f
63731,F,2010-03-15,1f
63732,M,2010-02-03,1f
63733,M,2015-05-04,1g
63734,M,2010-05-20,1f
63735,F,1986-10-03,1c
63736,F,2010-04-26,1f
63737,M,2010-03-15,1f
63738,M,2009-10-20,1f
63739,F,2009-12-16,1f
63740,M,1994-05-29,1e
63741,F,1983-09-09,1a
63742,F,1985-06-07,1a
63743,F,1957-06-24,1b
63744,F,1977-12-11,1b
63745,F,1979-06-26,1c
63746,M,1993-03-05,1g
63747,F,2010-05-17,1f
63748,M,2011-11-09,1g
63749,F,1978-10-16,1b
63750,F,1994-08-29,1b
63751,F,1981-10-03,1a
63752,F,1992-12-14,1a
63753,M,1945-02-11,1d
63754,F,2009-11-17,1f
63755,M,2010-02-09,1f
63756,F,2009-12-25,1f
63757,M,2010-07-16,1f
63758,F,2010-07-14,1f
63759,F,2010-05-22,1f
63760,F,2010-08-19,1f
63761,M,2010-01-29,1f
63762,F,2010-07-04,1f
63763,M,1989-05-11,1d
63764,M,2009-10-24,1f
63765,M,1986-04-12,1b
63766,F,1992-11-16,1a
63767,F,2010-08-19,1f
63768,M,1953-08-03,1b
63769,M,2012-05-08,1g
63770,F,2013-01-09,1g
63771,F,1981-08-15,1c
63772,F,2010-08-04,1f
63773,F,1986-11-09,1b
63774,F,2011-02-28,1f
63775,F,1987-04-18,1c
63776,F,2011-06-28,1f
63777,F,1983-03-14,1b
63778,M,1981-02-01,1b
63779,F,2011-08-30,1f
63780,F,1990-03-05,1c
63781,M,1979-07-16,1e
63782,F,1988-08-28,1a
63783,F,1999-06-23,1g
63784,M,2016-03-30,1g
63785,M,1982-02-01,1b
63786,F,1989-03-30,1g
63787,F,1992-08-05,1g
63788,F,1984-05-09,1a
63789,M,1988-12-04,1c
63790,M,1993-06-29,1b
63791,F,1988-01-27,1g
63792,M,2014-12-25,1h
63793,M,1991-12-21,1a
63794,M,1986-08-30,1a
63795,M,1991-08-18,1b
63796,M,2009-09-19,1f
63797,F,1980-08-01,1a
63798,F,1989-03-08,1g
63799,F,1986-12-10,1g
63800,F,1991-02-17,1b
63801,M,1949-12-07,1b
63802,M,1984-07-12,1d
63803,F,2009-10-27,1f
63804,M,2009-10-26,1f
63805,M,2010-03-03,1f
63806,F,2010-04-27,1f
63807,F,2010-08-30,1f
63808,F,2010-08-30,1f
63809,M,2010-05-25,1f
63810,F,2010-07-09,1f
63811,F,2010-02-24,1f
63812,F,2012-07-13,1h
63813,M,2010-06-12,1f
63814,F,2014-12-15,1h
63815,F,2013-09-20,1g
63816,F,1974-01-12,1a
63817,F,1983-01-24,1b
63818,F,1978-02-27,1a
63819,M,1994-05-23,1e
63820,F,1970-02-24,1c
63821,M,1993-12-02,1e
63822,F,1987-02-02,1c
63823,M,1992-08-09,1b
63824,M,1990-10-08,1a
63825,F,1998-08-27,1g
63826,F,2010-01-15,1f
63827,F,1991-04-09,1b
63828,M,1977-09-09,1b
63829,F,1994-05-22,1a
63830,F,2010-03-31,1f
63831,F,1989-08-10,1a
63832,F,1980-06-26,1c
63833,M,2010-06-17,1f
63834,F,1995-01-19,1g
63835,F,1993-03-06,1b
63836,F,1965-11-08,1g
63837,F,1996-11-07,1b
63838,F,1978-07-13,1d
63839,F,1988-01-04,1a
63840,M,1984-12-01,1g
63841,M,1990-01-14,1g
63842,M,1989-06-17,1b
63843,F,1983-08-15,1b
63844,M,2014-05-30,1h
63845,F,1979-10-28,1g
63846,M,1994-06-29,1b
63847,M,1985-06-18,1a
63848,F,1987-08-29,1e
63849,M,2009-11-10,1f
63850,F,2010-01-08,1f
63851,M,2010-01-08,1f
63852,M,2010-06-25,1f
63853,F,2010-02-13,1f
63854,F,2010-07-31,1f
63855,F,2009-11-08,1f
63856,M,2010-04-02,1f
63857,M,1938-12-25,1g
63858,M,2015-11-27,1h
63859,F,1996-03-29,1b
63860,M,2010-07-20,1f
63861,M,2010-04-20,1f
63862,F,2010-06-13,1f
63863,M,2010-07-16,1f
63864,M,2011-09-18,1g
63865,F,2009-12-08,1f
63866,F,2010-07-16,1f
63867,M,1993-08-26,1g
63868,F,1977-04-08,1g
63869,M,2013-12-03,1g
63870,M,1987-11-25,1c
63871,F,2010-02-26,1f
63872,M,1973-09-20,1b
63873,M,1990-09-19,1a
63874,F,1992-03-08,1g
63875,F,1990-09-29,1g
63876,F,1993-02-01,1c
63877,M,2013-07-10,1g
63878,F,2010-03-15,1f
63879,M,2009-10-29,1f
63880,M,1989-09-01,1d
63881,M,1984-09-14,1g
63882,F,1973-10-03,1c
63883,F,1988-05-02,1a
63884,F,1992-04-14,1b
63885,F,2009-11-18,1f
63886,M,1993-01-18,1b
63887,F,1992-06-20,1b
63888,F,1993-08-28,1b
63889,M,1993-08-18,1g
63890,M,2016-05-06,1h
63891,F,1989-07-15,1b
63892,F,2010-01-29,1f
63893,M,2013-03-25,1g
63894,F,2009-11-08,1f
63895,F,2010-07-03,1f
63896,M,2009-12-28,1f
63897,M,2009-09-29,1f
63898,M,2009-09-03,1f
63899,F,2010-08-30,1f
63900,M,2009-10-22,1f
63901,F,2010-01-26,1f
63902,F,2010-07-31,1f
63903,M,2009-12-17,1f
63904,M,2010-02-04,1f
63905,F,2009-11-11,1f
63906,F,2009-10-22,1f
63907,F,2010-04-21,1f
63908,F,2010-03-01,1f
63909,F,2010-03-17,1f
63910,F,2010-06-09,1f
63911,F,2009-10-14,1f
63912,F,2010-07-09,1f
63913,M,2010-05-06,1f
63914,F,2010-04-29,1f
63915,F,2009-10-05,1f
63916,F,2010-08-19,1f
63917,M,2010-08-11,1f
63918,F,2010-03-12,1f
63919,M,2009-10-10,1f
63920,F,2010-08-17,1f
63921,F,2009-10-24,1f
63922,M,1949-03-23,1g
63923,M,2010-05-11,1f
63924,M,2010-06-21,1f
63925,F,1988-10-16,1g
63926,F,2009-09-14,1f
63927,F,1994-10-23,1c
63928,F,2011-09-23,1g
63929,M,2009-10-15,1f
63930,M,2010-05-21,1f
63931,M,2009-10-22,1f
63932,F,2001-01-30,1c
63933,F,2009-12-07,1f
63934,F,1957-02-10,1g
63935,M,1953-11-12,1a
63936,F,2010-02-12,1f
63937,M,2009-11-26,1f
63938,F,2009-11-13,1f
63939,M,2010-07-12,1f
63940,M,1992-03-02,1g
63941,M,2009-10-02,1f
63942,F,2009-10-30,1f
63943,M,2010-04-11,1f
63944,F,2010-03-01,1f
63945,M,2010-08-11,1f
63946,F,2010-06-17,1f
63947,F,2009-10-30,1f
63948,M,2010-08-01,1f
63949,F,2009-09-23,1f
63950,F,1990-11-12,1b
63951,M,2009-12-20,1f
63952,M,2010-05-05,1f
63953,F,1982-07-08,1c
63954,M,2010-05-15,1f
63955,M,1956-07-14,1g
63956,F,2010-05-19,1f
63957,M,2010-04-03,1f
63958,F,2010-06-29,1f
63959,F,1948-06-23,1g
63960,M,1982-07-05,1c
63961,F,1978-08-03,1g
63962,M,2015-03-16,1h
63963,M,1954-12-31,1d
63964,F,1956-05-21,1c
63965,F,1985-09-19,1b
63966,F,1947-11-03,1g
63967,M,1959-07-04,1d
63968,M,2009-11-04,1f
63969,F,2009-08-23,1f
63970,M,2010-07-14,1f
63971,F,2009-12-09,1f
63972,F,2010-04-16,1f
63973,F,2009-12-26,1f
63974,M,2009-11-11,1f
63975,M,2009-12-04,1f
63976,F,2009-10-26,1f
63977,F,2010-06-22,1f
63978,F,1991-10-15,1a
63979,F,1981-10-18,1d
63980,M,1979-05-19,1g
63981,M,1989-12-19,1a
63982,F,1995-02-15,1c
63983,F,1997-06-18,1d
63984,M,1977-09-29,1b
63985,M,2010-01-23,1f
63986,M,2010-07-27,1f
63987,F,2009-11-03,1f
63988,M,2010-04-26,1f
63989,M,2010-06-06,1f
63990,F,2010-07-26,1f
63991,M,2010-01-20,1f
63992,F,2009-11-08,1f
